,onet_code,last_location_in_india,year,mean_salary,n_individuals
516,41-9021.00,Delhi,2014,95573.66328125,5
517,27-3031.00,Tamil Nadu,2006,85237.3359375,1
518,13-1111.00,Madhya Pradesh,1997,87843.1171875,1
519,29-2012.00,West Bengal,2019,32274.015625,1
520,19-1021.00,West Bengal,2015,101337.71875,1
521,27-4021.00,Delhi,2022,56670.74609375,1
522,11-3031.01,Gujarat,1992,43480.05078125,1
523,15-1299.07,Delhi,1977,50706.40625,1
524,43-6011.00,Punjab,2007,75283.6640625,1
525,17-2141.00,Punjab,1999,90569.33984375,2
526,25-9042.00,Tamil Nadu,1982,24483.068359375,1
527,17-3031.00,Tamil Nadu,2021,59857.08984375,1
528,11-9081.00,Gujarat,1996,63408.44921875,1
529,41-2031.00,Delhi,2000,69758.3359375,1
530,11-9041.00,empty,2007,173039.140625,2
531,17-3031.00,empty,2003,57898.26953125,1
532,15-1241.01,Delhi,1990,30087.46484375,1
533,41-9021.00,Delhi,1988,91761.7265625,1
534,17-2031.00,Tamil Nadu,1992,89642.5595703125,4
535,17-2031.00,Karnataka,1987,32833.03125,1
536,17-2112.00,Tamil Nadu,1994,49121.81640625,1
537,53-2031.00,Delhi,1997,26560.005859375,1
538,17-2141.00,Uttar Pradesh,2007,99915.1796875,2
539,19-2011.00,empty,2020,63932.20703125,1
540,41-2011.00,Gujarat,2018,23859.548828125,1
541,17-2151.00,Jharkhand,1976,35952.52734375,1
542,15-1231.00,Uttarakhand,2010,107988.296875,1
543,47-3012.00,empty,2000,84351.8359375,1
544,11-3031.01,Chandigarh,2007,98076.6796875,1
545,13-1111.00,Gujarat,1990,256469.484375,1
546,41-9022.00,West Bengal,2007,88663.04296875,2
547,35-2015.00,Goa,2014,51835.26171875,1
548,19-3011.01,Karnataka,2020,86259.7109375,1
549,29-1071.00,Uttarakhand,1970,51425.51123046875,2
550,17-2071.00,Delhi,1993,109901.21875,1
551,13-2052.00,Karnataka,2004,144883.5625,1
552,19-3093.00,Haryana,2009,57205.2265625,2
553,43-9041.00,Delhi,1993,80952.3046875,1
554,31-9095.00,empty,2008,83530.3828125,1
555,51-4041.00,Chandigarh,1981,15402.8486328125,1
556,15-1299.06,Uttar Pradesh,2010,80054.8125,1
557,21-1093.00,Gujarat,2000,144960.03125,1
558,45-2092.00,Tamil Nadu,2016,35129.078125,1
559,19-3093.00,Chandigarh,1990,37900.6484375,1
560,29-2012.00,Karnataka,1995,31476.849609375,1
561,53-2022.00,Telangana,1997,74659.96875,1
562,27-3042.00,Maharashtra,1997,56172.31640625,1
563,15-1299.08,Telangana,2021,158423.78125,1
564,15-1243.01,Andhra Pradesh,2014,102038.2578125,1
565,15-1242.00,Gujarat,2002,73373.27734375,2
566,15-1242.00,Maharashtra,2014,109924.7421875,1
567,17-2031.00,Tamil Nadu,2019,150630.140625,1
568,17-2199.07,Tamil Nadu,1989,121922.9921875,1
569,15-1253.00,empty,2004,71380.38541666667,6
570,17-2141.00,Telangana,1993,68400.2140625,5
571,17-2199.09,Uttarakhand,2018,165478.734375,4
572,21-1093.00,Uttar Pradesh,1976,34815.2109375,1
573,11-3071.00,Karnataka,2006,85717.234375,1
574,11-3071.00,Karnataka,2021,85717.234375,1
575,23-1011.00,Delhi,2012,128011.62890625,6
576,41-9091.00,Maharashtra,1979,34080.375,1
577,29-1071.00,Telangana,2022,130922.578125,2
578,11-1011.03,Karnataka,2013,219592.6,5
579,11-1011.00,Gujarat,1996,99986.67421875,5
580,29-1071.00,Uttar Pradesh,2013,205745.796875,2
581,11-9051.00,Uttar Pradesh,2014,61515.2109375,1
582,15-1253.00,Maharashtra,2014,88975.68359375,2
583,11-3031.00,Punjab,2013,117813.0078125,1
584,15-2051.01,Uttar Pradesh,2019,89999.0859375,1
585,27-3031.00,Karnataka,2004,85250.40625,1
586,17-2112.03,Tamil Nadu,2004,91736.17578125,2
587,41-3031.00,Rajasthan,1992,63537.11328125,1
588,17-2199.11,Tamil Nadu,1981,31910.6484375,1
589,27-3042.00,Maharashtra,2019,50759.37109375,1
590,41-9022.00,Assam,2012,80610.3125,1
591,11-3031.00,Assam,2012,94742.046875,1
592,17-2031.00,Chandigarh,2013,182195.734375,1
593,19-2031.00,Gujarat,2009,95156.78645833333,3
594,25-1054.00,Odisha,2006,106967.6484375,1
595,11-2033.00,Odisha,2020,123663.6953125,1
596,27-3023.00,Chhattisgarh,1989,42122.41796875,1
597,29-2012.00,Maharashtra,1991,34113.85546875,1
598,11-3051.00,Karnataka,1994,129882.0,1
599,35-3031.00,Goa,2000,59656.41015625,1
600,27-2012.05,Tamil Nadu,2004,124096.5703125,1
601,29-2011.00,Gujarat,1994,79064.1875,1
602,17-2141.00,Delhi,1971,93063.5390625,1
603,11-2011.00,Delhi,1996,24468.69921875,1
604,11-3031.00,Gujarat,2007,41687.75,1
605,17-2141.00,empty,1980,145535.5916748047,4
606,13-1111.00,Maharashtra,2004,97123.70963541667,27
607,11-9021.00,Rajasthan,1975,114305.9296875,1
608,11-3051.00,Gujarat,2003,86359.78125,5
609,13-2051.00,Chandigarh,2010,90645.046875,1
610,17-2112.03,Maharashtra,1991,98924.63978794643,7
611,17-2112.03,Maharashtra,1998,85034.2890625,6
612,11-1031.00,Uttar Pradesh,1994,111144.80859375,2
613,11-3031.00,Haryana,1990,50355.6640625,3
614,11-3031.00,Haryana,2002,59988.81640625,1
615,17-3013.00,Haryana,2014,94501.3515625,1
616,15-1251.00,Andhra Pradesh,2004,72481.1171875,2
617,11-1011.00,Tamil Nadu,2002,180344.67309570312,16
618,29-1071.00,Punjab,1999,133567.3125,1
619,17-2131.00,empty,1977,33947.4296875,1
620,25-1123.00,Delhi,1994,109622.01470588235,17
621,25-1123.00,Delhi,2000,100784.90285326086,23
622,11-1011.00,Andhra Pradesh,1994,220319.109375,1
623,11-1011.00,Andhra Pradesh,2014,204034.8828125,7
624,17-2141.00,Maharashtra,2018,114853.54498922414,29
625,13-1082.00,Jharkhand,2020,111407.38671875,2
626,29-1051.00,Maharashtra,2014,43750.48046875,1
627,15-1299.06,empty,2021,107956.640625,5
628,11-3051.01,Tamil Nadu,2001,54800.48828125,2
629,11-2022.00,Delhi,1977,194693.11328125,2
630,11-3031.00,Delhi,2020,190709.74609375,2
631,13-2099.01,Jharkhand,1988,65719.1328125,1
632,51-1011.00,Gujarat,1999,25754.626953125,1
633,43-5032.00,Gujarat,2014,31348.109375,1
634,17-1011.00,Telangana,2016,115547.78125,1
635,25-3031.00,Telangana,2014,58811.763671875,4
636,11-9021.00,Punjab,2018,53533.8359375,1
637,53-1043.00,Gujarat,2019,28279.373046875,1
638,11-9199.11,Gujarat,2021,62768.646484375,2
639,11-2022.00,Maharashtra,2017,115872.01171875,9
640,41-9091.00,West Bengal,2020,79444.140625,1
641,27-2012.05,Karnataka,1967,36707.61328125,1
642,17-2141.00,empty,2010,110838.87828947368,19
643,15-1242.00,Telangana,1992,144814.259765625,2
644,27-2012.05,Karnataka,1982,67395.625,1
645,15-1299.07,Delhi,1995,163082.375,1
646,15-1299.07,Delhi,2001,107176.82291666667,3
647,11-1011.00,empty,1986,177148.73307291666,9
648,27-3043.05,Delhi,2004,82324.84765625,2
649,15-2051.01,Delhi,2021,145792.5703125,2
650,15-1299.07,Tamil Nadu,2018,93760.9765625,5
651,43-1011.00,Uttar Pradesh,2020,36768.88671875,1
652,13-1082.00,Tamil Nadu,1998,76826.43619791667,6
653,11-2021.00,Tamil Nadu,2013,238256.90504807694,13
654,21-1093.00,Gujarat,2014,104059.9140625,3
655,17-2051.00,Gujarat,1979,30943.295247395832,3
656,19-3093.00,Telangana,2002,90266.11049107143,7
657,25-2032.00,Delhi,1997,70079.359375,1
658,15-1299.07,Karnataka,2018,129603.69010416667,6
659,13-1121.00,empty,1991,28046.27734375,1
660,13-1121.00,empty,1993,28046.27734375,1
661,13-1121.00,empty,2001,28046.27734375,1
662,11-3021.00,Telangana,2015,170268.953125,1
663,21-1093.00,Uttar Pradesh,1982,34815.2109375,1
664,23-1011.00,Delhi,1992,169830.43489583334,3
665,17-2112.02,Rajasthan,2004,77971.3984375,1
666,15-1251.00,Karnataka,2014,171642.02511160713,7
667,17-2051.00,Punjab,2004,110764.234375,1
668,19-2011.00,Haryana,1988,15445.26953125,1
669,11-9032.00,Tamil Nadu,2008,42734.4453125,1
670,11-9021.00,Telangana,1988,102532.0859375,1
671,11-1021.00,Karnataka,2005,156167.62239583334,3
672,25-1032.00,Uttarakhand,1995,65102.328125,1
673,15-1299.06,Delhi,1994,60406.736979166664,3
674,11-3021.00,West Bengal,2022,143297.65625,1
675,13-1131.00,Uttar Pradesh,2009,61904.00390625,1
676,25-1032.00,empty,2006,45183.62890625,1
677,17-2199.07,Tamil Nadu,2010,133755.625,1
678,27-2012.04,Gujarat,2015,173602.5,1
679,15-1299.09,Haryana,2013,161765.95833333334,3
680,15-1299.09,Haryana,2014,161765.95833333334,3
681,51-3021.00,Maharashtra,2012,56599.2109375,1
682,13-1023.00,Gujarat,2015,64274.23046875,1
683,25-1123.00,Chandigarh,2017,110533.4375,2
684,19-3093.00,West Bengal,2010,82494.8125,1
685,15-1253.00,Delhi,2007,76904.3251953125,4
686,19-3011.01,Maharashtra,1988,7436.25732421875,1
687,15-1252.00,West Bengal,2003,121433.80245535714,7
688,17-1022.00,Andhra Pradesh,2001,75645.6015625,1
689,15-1231.00,Tamil Nadu,2011,91215.796875,3
690,11-3031.03,Tamil Nadu,1997,135821.42578125,2
691,13-2099.01,Tamil Nadu,2001,270844.21875,1
692,27-1021.00,Maharashtra,2012,137450.42578125,3
693,41-9091.00,Karnataka,2023,90425.4296875,2
694,13-2052.00,West Bengal,2010,132760.125,1
695,11-3051.00,Telangana,2020,141683.65625,1
696,11-3031.00,West Bengal,1993,63101.376953125,2
697,17-2141.00,Delhi,1992,93360.76822916667,6
698,17-2031.00,Karnataka,2000,74669.0078125,1
699,11-9051.00,Karnataka,2019,97713.59375,3
700,11-3031.01,Telangana,2008,143380.9859375,5
701,11-9041.00,Gujarat,2008,86844.6328125,1
702,41-1011.00,Gujarat,2019,44239.69765625,5
703,17-2199.09,Delhi,1976,43763.80859375,1
704,11-9041.00,Rajasthan,2021,123053.5625,1
705,15-1212.00,Delhi,2017,68997.453125,1
706,15-1252.00,West Bengal,1996,366024.671875,5
707,11-1011.00,Haryana,1976,59132.33203125,1
708,11-1011.03,Odisha,2023,250009.171875,1
709,25-1123.00,Karnataka,1980,168797.7234375,5
710,13-1151.00,empty,1988,42736.58203125,1
711,53-5021.00,Maharashtra,1979,129676.6015625,1
712,11-9041.00,Punjab,1990,57968.15625,1
713,19-2011.00,West Bengal,1988,111802.7265625,1
714,13-2072.00,Gujarat,2014,31941.13671875,1
715,11-9021.00,empty,2005,61674.296875,1
716,51-8013.00,Haryana,2001,41406.0546875,1
717,25-1054.00,Haryana,1981,42501.33203125,1
718,19-2042.00,Maharashtra,2003,94310.9921875,2
719,27-1012.00,Delhi,2012,137202.46875,1
720,13-1161.00,Maharashtra,1999,79393.171875,1
721,11-3031.01,empty,1996,153421.03645833334,3
722,25-9042.00,Tamil Nadu,1992,76090.46744791667,3
723,11-9199.01,empty,2010,112309.07421875,2
724,15-1253.00,Karnataka,2017,95158.57291666667,3
725,13-1081.00,Gujarat,2020,51316.584635416664,3
726,11-3051.03,Tamil Nadu,2021,108504.05859375,2
727,11-3071.04,Delhi,2012,155400.84375,2
728,25-1123.00,Jharkhand,2022,142457.275,5
729,17-2071.00,Maharashtra,2022,98573.9453125,1
730,51-8021.00,empty,2000,63662.501953125,2
731,51-8013.00,empty,2015,87065.125,1
732,11-2022.00,Haryana,1987,31376.755859375,1
733,39-4011.00,Maharashtra,1994,63795.61328125,2
734,17-3013.00,West Bengal,1987,56178.6640625,1
735,11-2011.00,Haryana,2018,101304.9765625,2
736,29-1071.00,empty,1991,131475.166015625,2
737,15-1243.01,empty,2015,106376.12434895833,6
738,35-9021.00,Telangana,2008,74553.5703125,1
739,11-1021.00,Chandigarh,2019,63703.5390625,1
740,11-1011.00,Bihar,1994,17610.28125,1
741,11-1021.00,Odisha,2021,99178.453125,1
742,47-4099.03,Gujarat,2004,34233.97265625,1
743,29-1141.01,Kerala,2017,75113.0625,1
744,27-3023.00,Karnataka,2016,67928.671875,1
745,17-2112.03,Chandigarh,2017,82783.25,1
746,41-2021.00,empty,1991,22911.2890625,1
747,51-1011.00,Telangana,1980,88621.5078125,1
748,17-2041.00,Telangana,2013,337347.34375,1
749,41-9091.00,Chhattisgarh,2007,95121.2109375,1
750,29-2011.00,empty,1990,56939.65234375,1
751,15-1243.00,Maharashtra,1995,66922.9921875,1
752,15-1244.00,Telangana,2012,103485.421875,1
753,19-3051.00,Delhi,2009,110955.0390625,1
754,39-3011.00,Tamil Nadu,2007,43013.71484375,1
755,13-1161.01,empty,1992,39206.984375,2
756,15-1251.00,West Bengal,2010,79911.3515625,1
757,17-1011.00,West Bengal,2006,190551.2421875,2
758,29-2012.00,Uttar Pradesh,2007,65037.91796875,1
759,11-9041.00,Maharashtra,2013,131757.6796875,3
760,11-1031.00,Delhi,1981,88813.984375,1
761,19-3093.00,Karnataka,2000,62072.97802734375,4
762,17-1022.01,empty,2022,108068.12890625,2
763,39-3011.00,empty,1996,57987.98828125,1
764,13-1082.00,West Bengal,1982,48002.4921875,1
765,17-1022.01,West Bengal,2006,81379.8359375,1
766,41-9091.00,Rajasthan,2005,81795.96875,1
767,15-1211.00,Gujarat,1995,80288.041015625,2
768,17-3031.00,Tamil Nadu,1989,59857.08984375,1
769,17-3031.00,Tamil Nadu,1997,59857.08984375,1
770,41-9021.00,Tamil Nadu,1992,130715.015625,1
771,15-1242.00,Delhi,2010,95677.7265625,2
772,29-1071.00,empty,1980,80421.15625,1
773,13-1081.00,empty,2005,56160.3984375,1
774,29-2012.00,Maharashtra,2016,79912.2578125,2
775,11-3111.00,empty,2017,54864.55078125,2
776,11-3111.00,empty,2022,64433.318359375,2
777,17-2199.06,Uttar Pradesh,1982,82928.14453125,2
778,43-5071.00,Delhi,2001,59696.9453125,1
779,11-2021.00,Assam,2016,186610.125,1
780,11-2022.00,Telangana,2022,92072.51953125,2
781,15-1241.00,Rajasthan,2000,163541.6484375,2
782,17-2131.00,Karnataka,2020,106233.78125,1
783,11-3061.00,Maharashtra,2007,71542.40625,1
784,11-9199.01,Chandigarh,2013,106820.6015625,1
785,11-3061.00,Maharashtra,1992,38453.80859375,1
786,19-1021.00,Gujarat,2004,95117.53125,1
787,17-3013.00,Maharashtra,2017,87721.140625,1
788,11-1021.00,Dadra and Nagar Haveli and Daman and Diu,2021,80189.3984375,1
789,11-3021.00,Gujarat,2010,59902.96875,1
790,49-1011.00,Karnataka,2021,81589.0546875,1
791,39-1014.00,Maharashtra,1994,53290.82421875,1
792,11-9199.09,Telangana,1993,79277.7265625,1
793,17-2131.00,Assam,2014,77737.0078125,1
794,19-3032.00,Maharashtra,2015,97289.9609375,1
795,11-3051.00,empty,1996,130569.2265625,1
796,11-3051.06,empty,1994,84026.5859375,1
797,41-3041.00,Maharashtra,2004,30099.791015625,1
798,27-1024.00,empty,2022,63795.11328125,2
799,11-3031.03,Karnataka,2022,193204.846875,5
800,11-1011.03,Uttarakhand,2007,232276.640625,1
801,29-1071.00,Uttar Pradesh,1977,444059.28125,1
802,35-2013.00,Delhi,2006,69234.484375,1
803,35-2013.00,Delhi,2017,79188.8125,1
804,27-3041.00,Maharashtra,2009,61005.34765625,2
805,27-1011.00,Delhi,2010,102480.6640625,1
806,13-2052.00,Tamil Nadu,1995,37287.0947265625,2
807,47-4071.00,empty,2007,75030.3359375,1
808,17-2112.02,Gujarat,2000,78121.453125,1
809,19-3051.00,Madhya Pradesh,1991,28061.521484375,1
810,35-2013.00,empty,2004,26494.759765625,1
811,15-1242.00,empty,1999,77203.515625,1
812,11-3051.00,Maharashtra,1987,118505.875,1
813,11-3031.01,Uttar Pradesh,2023,130972.90625,1
814,11-1011.00,West Bengal,1987,157562.90625,1
815,41-2031.00,Delhi,1996,69758.3359375,1
816,27-2012.05,Maharashtra,2018,123063.6875,1
817,11-1011.03,Delhi,1983,198880.0,1
818,29-2012.00,Maharashtra,2002,59448.1875,1
819,27-2012.05,Tamil Nadu,1993,124096.5703125,1
820,25-1041.00,Telangana,2014,72921.828125,1
821,17-2199.08,Karnataka,2003,122472.7421875,1
822,17-2112.00,Jharkhand,2010,75535.59375,1
823,25-3031.00,Telangana,2002,61825.16796875,1
824,53-7065.00,Gujarat,2015,33088.52734375,1
825,11-9032.00,West Bengal,2017,56474.6953125,1
826,41-9022.00,Maharashtra,2012,86947.021875,5
827,11-3031.01,Delhi,2023,192406.4890625,5
828,41-9091.00,Maharashtra,1995,95532.91015625,2
829,17-2199.06,Karnataka,1986,41720.276692708336,3
830,11-9021.00,Rajasthan,1976,114305.9296875,1
831,17-2111.00,Maharashtra,1993,80055.8359375,1
832,21-1093.00,Uttar Pradesh,2019,110377.8828125,2
833,19-2031.00,Telangana,2007,78543.5625,1
834,11-3031.03,Karnataka,2011,154962.4095982143,7
835,11-3012.00,Gujarat,1981,79508.0625,1
836,17-2112.03,empty,1972,15923.0771484375,1
837,15-1241.01,Delhi,2012,95614.220703125,2
838,11-3021.00,Karnataka,1994,87619.169921875,6
839,11-9021.00,empty,2016,95332.701171875,4
840,15-1299.06,empty,2016,102759.31770833333,6
841,13-1199.04,Tamil Nadu,2013,144322.10379464287,7
842,17-2199.06,Maharashtra,1997,79375.06494140625,24
843,13-2099.01,Tamil Nadu,2019,132267.509765625,4
844,43-3061.00,Delhi,1997,124614.66927083333,3
845,15-1252.00,Chandigarh,2010,117669.37109375,2
846,17-2051.00,Andhra Pradesh,2002,246540.171875,1
847,51-9061.00,Gujarat,2011,76462.318359375,2
848,15-1251.00,Karnataka,2015,178902.92689732142,7
849,15-1241.00,Delhi,2022,119667.29774305556,9
850,17-2199.06,Karnataka,2016,113251.4765625,26
851,15-1252.00,Uttar Pradesh,2019,133838.71875,9
852,13-1011.00,Tamil Nadu,1992,38502.3671875,1
853,13-1161.01,Karnataka,2000,94965.96875,1
854,19-3093.00,Tamil Nadu,2016,170146.0546875,3
855,15-1299.07,Delhi,2009,118080.390625,3
856,17-2111.00,Tamil Nadu,2017,115843.3515625,1
857,27-2012.04,empty,2005,59399.39140625,5
858,13-2072.00,Tamil Nadu,2019,67297.90625,1
859,15-1212.00,empty,2023,115090.015625,3
860,13-2051.00,Gujarat,2012,78325.2255859375,4
861,43-3011.00,Gujarat,2019,45994.75,1
862,15-1241.01,Rajasthan,1981,64782.6796875,1
863,15-1241.01,Rajasthan,1987,64782.6796875,1
864,13-1111.00,Uttar Pradesh,2009,122630.0328125,5
865,41-9091.00,Karnataka,1984,9049.763671875,1
866,13-2051.00,Maharashtra,2023,109973.05546875,10
867,11-3012.00,Delhi,1973,39126.84375,2
868,17-2199.06,Tamil Nadu,2003,96953.6875,9
869,23-1011.00,Karnataka,1996,121186.30078125,2
870,11-9021.00,Maharashtra,2016,80684.662109375,4
871,19-1011.00,Manipur,1990,97857.28125,1
872,51-6031.00,empty,2020,25760.658203125,1
873,13-2052.00,Karnataka,2001,109202.75390625,2
874,11-1021.00,Maharashtra,2002,91980.9328125,5
875,13-1161.01,Tamil Nadu,2014,79054.4296875,2
876,11-9033.00,empty,2023,48165.39453125,2
877,11-9032.00,Maharashtra,2017,66879.37276785714,7
878,15-1243.01,Telangana,2001,67112.74386160714,7
879,41-2012.00,empty,1999,26535.982421875,1
880,27-2012.00,empty,2023,151784.162109375,2
881,15-1231.00,Gujarat,2003,66970.8203125,1
882,13-1082.00,Gujarat,2009,93748.6953125,4
883,17-2131.00,empty,2010,85168.10677083333,3
884,17-1011.00,Karnataka,2018,121379.15104166667,6
885,13-2099.01,empty,2004,102110.0078125,2
886,15-2051.01,Maharashtra,2001,89213.22265625,2
887,27-1011.00,Karnataka,2013,140211.15625,1
888,13-2041.00,Chandigarh,1991,25246.40234375,1
889,43-4051.00,Gujarat,2019,32567.557942708332,3
890,43-4051.00,Gujarat,2020,32330.69970703125,4
891,25-9042.00,empty,1985,109143.17333984375,4
892,19-3093.00,empty,2000,113929.49330357143,7
893,13-2099.01,empty,2019,113220.0703125,3
894,43-3061.00,Karnataka,2013,82055.62109375,2
895,13-1199.04,Telangana,2021,124115.91964285714,7
896,17-2072.00,Uttar Pradesh,1991,32676.8359375,1
897,17-2199.09,Telangana,2023,167199.71875,2
898,17-2199.11,Delhi,2020,139945.828125,1
899,21-1093.00,Kerala,2014,56774.78515625,1
900,15-1299.05,Karnataka,1996,49713.432291666664,3
901,29-1051.00,Andhra Pradesh,2000,96893.5703125,1
902,11-3031.03,Uttarakhand,2001,115031.96875,1
903,13-2011.00,Tamil Nadu,2007,75427.970703125,4
904,27-3043.00,Maharashtra,2012,87016.2328125,5
905,21-1012.00,Delhi,2006,237971.109375,1
906,11-2011.00,Karnataka,2016,86166.328125,2
907,15-1241.00,Haryana,2013,153407.9375,1
908,15-1299.09,Uttar Pradesh,1996,116774.78125,2
909,13-1199.06,Gujarat,2019,95151.140625,1
910,11-3021.00,Maharashtra,2006,119129.675,5
911,13-2011.00,empty,2006,83006.234375,2
912,19-4031.00,Telangana,2006,77982.765625,1
913,11-9032.00,Uttarakhand,2007,90241.6796875,1
914,13-2011.00,Gujarat,2004,97336.5171875,5
915,17-2199.06,Tamil Nadu,2011,105937.98995535714,7
916,15-1299.05,Tamil Nadu,2005,79369.13671875,2
917,13-1121.00,Delhi,2018,82961.9140625,1
918,15-2051.01,Maharashtra,2012,94594.47265625,2
919,53-4041.00,Gujarat,1999,26015.208984375,1
920,17-2031.00,Karnataka,2019,110313.29166666667,3
921,11-3131.00,Tamil Nadu,2005,177944.46875,2
922,25-2032.00,Haryana,2013,40334.703125,1
923,15-1231.00,Puducherry,2007,63733.47265625,1
924,19-1011.00,Kerala,1976,34862.619140625,2
925,17-2031.00,Goa,1986,22918.466796875,1
926,19-1022.00,Gujarat,2020,85276.796875,1
927,11-3051.01,Delhi,2018,146893.5,1
928,19-1011.00,Andhra Pradesh,1988,112250.5859375,1
929,41-9031.00,Haryana,2021,183357.484375,1
930,21-1093.00,empty,2007,108440.078125,1
931,19-3093.00,Jharkhand,1972,17500.0859375,1
932,19-4061.00,Andhra Pradesh,2018,95877.625,1
933,51-9061.00,Maharashtra,2009,72013.171875,1
934,11-1031.00,Uttarakhand,2005,181973.984375,1
935,11-1011.00,Bihar,1997,17610.28125,1
936,15-1241.00,empty,1993,60560.1015625,1
937,11-1011.00,Telangana,1980,136084.515625,1
938,15-1254.00,Telangana,2020,62021.375,1
939,53-1044.00,Gujarat,2012,115176.744140625,2
940,13-1023.00,Gujarat,2020,57282.46484375,1
941,15-1299.09,Uttar Pradesh,2008,88320.48828125,2
942,21-1093.00,West Bengal,2020,89724.4296875,1
943,43-1011.00,empty,2001,82546.2734375,1
944,11-9111.00,Delhi,2020,108168.078125,1
945,11-1021.00,empty,2019,122414.658203125,4
946,11-2021.00,Maharashtra,1980,205253.421875,1
947,19-3051.00,Delhi,2010,110955.0390625,1
948,11-9051.00,Gujarat,2007,56206.6484375,1
949,15-1232.00,Delhi,2003,57470.41796875,1
950,15-1211.00,Odisha,2002,79852.8515625,1
951,13-2041.00,empty,1984,92918.4765625,2
952,11-9041.00,Gujarat,2018,160391.796875,1
953,15-1254.00,Tamil Nadu,2016,97138.6875,1
954,15-1254.00,Tamil Nadu,2018,97138.6875,1
955,17-2112.02,Delhi,2000,108166.6484375,1
956,17-2071.00,Delhi,1977,42031.921875,1
957,41-9022.00,Uttar Pradesh,2021,69419.177734375,2
958,13-1111.00,Telangana,1981,56227.23046875,1
959,15-1242.00,Gujarat,2011,75834.1328125,2
960,13-1111.00,Tamil Nadu,1974,50142.1328125,1
961,17-3031.00,empty,1977,57898.26953125,1
962,11-9199.02,Jharkhand,1990,35473.98046875,1
963,17-2072.00,Delhi,1971,5371.213134765625,2
964,13-1082.00,Uttar Pradesh,1993,61108.40234375,1
965,15-1252.00,Odisha,1995,94217.1953125,1
966,17-1011.00,empty,1978,91466.6640625,1
967,15-1244.00,Delhi,2013,56116.02734375,1
968,11-3031.00,Karnataka,1980,32700.837890625,1
969,17-2141.00,Uttar Pradesh,1965,72205.265625,1
970,17-2112.03,Andhra Pradesh,2007,85104.5078125,1
971,15-1299.06,Haryana,2004,79248.8671875,1
972,15-1253.00,Rajasthan,2014,62470.94921875,1
973,17-2199.08,Delhi,2017,100547.625,1
974,19-3032.00,Delhi,1995,32363.986328125,1
975,19-1021.00,Madhya Pradesh,2016,92379.2109375,1
